Time,Manual_Count,Time,Netgear Inc.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"SAMSUNG ELECTRO-MECHANICS CO., LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,Apple,Time,Belkin International Inc.,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,ASUSTek COMPUTER INC.,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,IBM Corp,Time,"Samsung Electronics Co.,Ltd",Time,Intel Corporate,Time,DrayTek Corp.,Time,Hewlett-Packard Company,Time,Hewlett Packard,Time,"NETGEAR INC.,",Time,"Apple, Inc",Time,"Murata Manufacturing Co., Ltd.",Time,Nokia Corporation,Time,Ubiquiti Networks,Time,ICP Electronics Inc.,Time,D-LINK INTERNATIONAL PTE LIMITED,Time,Routerboard.com,Time,SEIKO EPSON CORPORATION,Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Enerpoint Ltd.,Time,Paragon Technologies Inc.,Time,Liteon Tech Corp.,Time,Lexmark International Inc.,Time,"Apple, Inc.",Time,"Murata Manufacturing Co.,Ltd.",Time,Apple Inc,Time,HTC Corporation,Time,"Huawei Technologies Co., Ltd",Time,"Samsung Electro Mechanics co., LTD.",Time,WISOL,Time,Sony Mobile Communications AB,Time,"Samsung Electro Mechanics co.,LTD.",Time,"Billion Electric Co., Ltd.",Time,Liteon Technology Corporation,Time,Pittasoft,Time,FUJI-XEROX CO. LTD.
938,10,938,1,938,1,938,4,938,1,938,2,938,4,938,5,938,1,938,2,938,1,942,3,942,2,942,1,942,0,942,2,955,1,955,2,955,1,959,1,959,3,968,1,980,0,984,1,998,0,1001,0,1006,1,1022,0,1035,1,1060,0,1069,0,1086,1,1170,0,1327,0,1339,0,1441,0,1449,1,1454,0,1503,0,1734,1,1742,0,,,,,,,,,,
942,10,942,1,942,1,942,4,942,1,942,2,942,4,942,5,942,1,942,2,942,1,947,3,947,2,947,1,947,0,947,2,959,1,959,2,959,1,963,1,963,3,972,1,984,0,989,1,1001,0,1006,0,1010,1,1027,0,1040,1,1065,0,1073,0,1090,1,1174,0,1331,0,1343,0,1445,0,1454,1,1457,0,1508,0,1737,1,1746,0,,,,,,,,,,
947,10,947,1,947,1,947,4,947,1,947,2,947,4,947,5,947,1,947,2,947,1,951,3,951,3,951,1,951,0,951,2,963,1,963,2,963,1,968,1,968,3,976,1,989,0,993,1,1006,0,1010,0,1014,1,1031,0,1043,1,1069,0,1077,0,1094,1,1178,0,1334,0,1347,0,1449,0,1457,1,1462,0,1512,0,1742,1,1750,0,,,,,,,,,,
951,10,951,1,951,1,951,4,951,1,951,2,951,4,951,5,951,1,951,2,951,1,955,3,955,3,955,1,955,0,955,2,968,1,968,2,968,1,972,1,972,3,980,1,993,0,998,1,1010,0,1014,0,1018,1,1035,0,1048,1,1073,0,1082,0,1098,1,1183,0,1339,0,1352,0,1454,1,1462,1,1466,0,1516,0,1746,1,1754,0,,,,,,,,,,
955,10,955,1,955,1,955,4,955,1,955,2,955,4,955,5,955,1,955,2,955,1,959,3,959,3,959,1,959,0,959,2,972,1,972,2,972,1,976,1,976,3,984,1,998,0,1001,1,1014,0,1018,0,1022,1,1040,0,1052,1,1077,0,1086,0,1102,1,1186,0,1343,0,1356,0,1457,1,1466,1,1470,0,1521,0,1750,1,1758,0,,,,,,,,,,
959,10,959,1,959,1,959,4,959,1,959,2,959,4,959,5,959,1,959,2,959,1,963,3,963,3,963,0,963,0,963,2,976,1,976,2,976,1,980,1,980,2,989,1,1001,0,1006,1,1018,0,1022,0,1027,1,1043,0,1057,0,1082,0,1090,0,1106,0,1191,0,1347,0,1360,0,1462,1,1470,1,1475,0,1525,0,1754,1,1763,0,,,,,,,,,,
963,10,963,1,963,1,963,4,963,1,963,2,963,4,963,5,963,1,963,2,963,1,968,3,968,3,968,0,968,0,968,2,980,1,980,2,980,1,984,1,984,2,993,1,1006,0,1010,1,1022,0,1027,0,1031,1,1048,0,1060,0,1086,0,1094,0,1111,0,1195,0,1352,0,1365,0,1466,1,1475,0,1479,0,1530,0,1758,1,1767,0,,,,,,,,,,
968,10,968,1,968,1,968,4,968,1,968,2,968,4,968,5,968,1,968,2,968,1,972,3,972,3,972,0,972,0,972,2,984,1,984,2,984,1,989,1,989,2,998,1,1010,0,1014,1,1027,0,1031,0,1035,0,1052,0,1065,0,1090,0,1098,0,1115,0,1199,0,1356,0,1369,0,1470,2,1479,0,1483,0,1534,0,1763,1,1772,0,,,,,,,,,,
972,10,972,1,972,1,972,4,972,1,972,2,972,3,972,5,972,1,972,2,972,1,976,3,976,2,976,0,976,0,976,2,989,1,989,2,989,2,993,1,993,2,1001,1,1014,0,1018,1,1031,0,1035,0,1040,0,1057,0,1069,0,1094,0,1102,0,1119,0,1204,0,1360,0,1373,0,1475,2,1483,0,1487,0,1538,0,1767,1,1776,0,,,,,,,,,,
976,10,976,1,976,1,976,3,976,1,976,2,976,3,976,4,976,1,976,2,976,1,980,3,980,2,980,0,980,0,980,2,993,1,993,2,993,2,998,1,998,2,1006,1,1018,0,1022,1,1035,0,1040,0,1043,1,1060,1,1073,0,1098,0,1106,0,1124,0,1208,0,1365,0,1377,0,1479,2,1487,0,1491,0,1542,0,1772,1,1780,0,,,,,,,,,,
980,10,980,1,980,1,980,3,980,1,980,2,980,3,980,4,980,1,980,2,980,1,984,3,984,2,984,0,984,0,984,2,998,1,998,2,998,2,1001,1,1001,2,1010,1,1022,0,1027,1,1040,0,1043,0,1048,1,1065,1,1077,0,1102,0,1111,0,1127,0,1212,0,1369,0,1381,0,1483,2,1491,0,1496,0,1546,0,1776,1,1784,0,,,,,,,,,,
984,10,984,1,984,1,984,3,984,1,984,2,984,3,984,4,984,1,984,2,984,1,989,3,989,3,989,0,989,0,989,2,1001,1,1001,2,1001,2,1006,1,1006,2,1014,1,1027,0,1031,1,1043,0,1048,0,1052,1,1069,1,1082,0,1106,0,1115,0,1132,0,1216,0,1373,0,1385,0,1487,2,1496,0,1500,0,1550,0,1780,1,1789,0,,,,,,,,,,
989,10,989,1,989,1,989,3,989,1,989,2,989,3,989,5,989,1,989,2,989,1,993,3,993,3,993,0,993,0,993,2,1006,1,1006,2,1006,2,1010,1,1010,2,1018,1,1031,0,1035,1,1048,0,1052,0,1057,1,1073,1,1086,0,1111,0,1119,0,1136,0,1221,1,1377,0,1390,0,1491,2,1500,0,1503,0,1554,0,1784,1,1793,0,,,,,,,,,,
993,10,993,1,993,1,993,3,993,1,993,2,993,3,993,4,993,1,993,2,993,1,998,3,998,3,998,0,998,0,998,2,1010,1,1010,2,1010,2,1014,1,1014,1,1022,1,1035,1,1040,1,1052,0,1057,0,1060,1,1077,1,1090,0,1115,0,1124,0,1140,0,1225,1,1381,0,1394,0,1496,2,1503,0,1508,0,1559,0,1789,1,1797,0,,,,,,,,,,
998,10,998,1,998,1,998,4,998,1,998,2,998,3,998,4,998,1,998,2,998,1,1001,3,1001,3,1001,0,1001,0,1001,2,1014,1,1014,2,1014,1,1018,1,1018,0,1027,1,1040,1,1043,1,1057,0,1060,0,1065,1,1082,1,1094,0,1119,0,1127,0,1144,0,1229,1,1385,0,1399,0,1500,2,1508,0,1512,0,1563,0,1793,1,1801,0,,,,,,,,,,
1001,10,1001,1,1001,1,1001,4,1001,1,1001,2,1001,3,1001,4,1001,1,1001,2,1001,1,1006,3,1006,3,1006,1,1006,0,1006,2,1018,1,1018,2,1018,1,1022,1,1022,1,1031,1,1043,1,1048,1,1060,0,1065,0,1069,1,1086,1,1098,0,1124,0,1132,0,1149,0,1233,1,1390,0,1403,0,1503,2,1512,0,1516,0,1567,0,1797,0,,,,,,,,,,,,
1006,10,1006,1,1006,1,1006,4,1006,0,1006,2,1006,3,1006,5,1006,1,1006,2,1006,1,1010,2,1010,3,1010,1,1010,0,1010,2,1022,1,1022,2,1022,1,1027,1,1027,2,1035,1,1048,1,1052,1,1065,0,1069,0,1073,1,1090,1,1102,0,1127,0,1136,0,1153,1,1238,1,1394,0,1406,0,1508,2,1516,0,1521,0,1571,0,1801,1,,,,,,,,,,,,
1010,10,1010,1,1010,1,1010,4,1010,0,1010,2,1010,3,1010,5,1010,1,1010,2,1010,1,1014,2,1014,3,1014,1,1014,0,1014,2,1027,1,1027,2,1027,1,1031,1,1031,2,1040,1,1052,1,1057,1,1069,0,1073,0,1077,1,1094,1,1106,0,1132,0,1140,0,1157,1,1241,1,1399,0,1411,0,1512,2,1521,0,1525,0,1575,0,,,,,,,,,,,,,,
1014,10,1014,1,1014,1,1014,3,1014,0,1014,2,1014,3,1014,5,1014,1,1014,2,1014,1,1018,2,1018,3,1018,1,1018,0,1018,2,1031,1,1031,2,1031,2,1035,1,1035,2,1043,1,1057,1,1060,1,1073,0,1077,0,1082,1,1098,1,1111,0,1136,0,1144,0,1162,1,1246,1,1403,0,1416,1,1516,2,1525,0,1530,0,1579,0,,,,,,,,,,,,,,
1018,10,1018,1,1018,1,1018,3,1018,0,1018,2,1018,3,1018,7,1018,1,1018,2,1018,1,1022,2,1022,3,1022,1,1022,0,1022,2,1035,1,1035,2,1035,3,1040,1,1040,2,1048,1,1060,1,1065,1,1077,0,1082,0,1086,1,1102,1,1115,0,1140,0,1149,0,1165,1,1251,1,1406,0,1420,1,1521,2,1530,0,1534,0,1584,0,,,,,,,,,,,,,,
1022,10,1022,1,1022,1,1022,3,1022,0,1022,2,1022,3,1022,8,1022,1,1022,1,1022,1,1027,2,1027,2,1027,1,1027,0,1027,2,1040,1,1040,2,1040,3,1043,1,1043,2,1052,1,1065,1,1069,1,1082,0,1086,0,1090,1,1106,1,1119,0,1144,0,1153,0,1170,1,1254,1,1411,0,1423,1,1525,2,1534,0,1538,0,1588,0,,,,,,,,,,,,,,
1027,12,1027,1,1027,1,1027,3,1027,0,1027,2,1027,4,1027,8,1027,1,1027,1,1027,1,1031,2,1031,2,1031,1,1031,0,1031,2,1043,1,1043,2,1043,3,1048,1,1048,2,1057,1,1069,1,1073,1,1086,0,1090,0,1094,1,1111,1,1124,0,1149,0,1157,0,1174,1,1259,1,1416,0,1428,1,1530,1,1538,0,1542,0,1593,0,,,,,,,,,,,,,,
1031,12,1031,1,1031,1,1031,4,1031,0,1031,2,1031,4,1031,8,1031,1,1031,1,1031,1,1035,2,1035,2,1035,1,1035,0,1035,2,1048,1,1048,2,1048,3,1052,1,1052,3,1060,1,1073,1,1077,1,1090,0,1094,0,1098,1,1115,1,1127,0,1153,0,1162,0,1178,1,1262,1,1420,0,1433,1,1534,1,1542,0,1546,0,1597,0,,,,,,,,,,,,,,
1035,12,1035,1,1035,1,1035,5,1035,0,1035,2,1035,4,1035,9,1035,1,1035,1,1035,1,1040,2,1040,2,1040,1,1040,0,1040,2,1052,1,1052,2,1052,3,1057,1,1057,3,1065,1,1077,1,1082,1,1094,0,1098,0,1102,1,1119,1,1132,0,1157,0,1165,0,1183,1,1267,1,1423,0,1437,1,1538,1,1546,0,1550,0,1601,0,,,,,,,,,,,,,,
1040,12,1040,1,1040,1,1040,5,1040,0,1040,2,1040,4,1040,9,1040,1,1040,1,1040,1,1043,2,1043,2,1043,1,1043,0,1043,2,1057,1,1057,2,1057,3,1060,1,1060,3,1069,1,1082,1,1086,1,1098,0,1102,0,1106,1,1124,1,1136,0,1162,0,1170,0,1186,1,1271,1,1428,0,1441,1,1542,1,1550,0,1554,0,1605,0,,,,,,,,,,,,,,
1043,12,1043,1,1043,1,1043,5,1043,0,1043,2,1043,4,1043,9,1043,1,1043,1,1043,1,1048,2,1048,2,1048,1,1048,0,1048,2,1060,1,1060,2,1060,3,1065,1,1065,3,1073,1,1086,1,1090,1,1102,0,1106,0,1111,1,1127,1,1140,0,1165,1,1174,0,1191,1,1275,1,1433,0,1445,1,1546,1,1554,0,1559,0,1609,0,,,,,,,,,,,,,,
1048,12,1048,1,1048,1,1048,5,1048,0,1048,2,1048,4,1048,9,1048,1,1048,1,1048,1,1052,2,1052,2,1052,1,1052,0,1052,2,1065,1,1065,2,1065,3,1069,1,1069,3,1077,1,1090,1,1094,1,1106,0,1111,0,1115,1,1132,1,1144,0,1170,1,1178,0,1195,1,1280,1,1437,0,1449,1,1550,0,1559,0,1563,0,1614,0,,,,,,,,,,,,,,
1052,12,1052,1,1052,1,1052,5,1052,0,1052,2,1052,4,1052,9,1052,1,1052,1,1052,1,1057,2,1057,2,1057,1,1057,0,1057,2,1069,1,1069,2,1069,3,1073,1,1073,3,1082,1,1094,1,1098,1,1111,0,1115,0,1119,1,1136,0,1149,0,1174,1,1183,0,1199,1,1284,1,1441,0,1454,1,1554,0,1563,0,1567,0,1619,0,,,,,,,,,,,,,,
1057,12,1057,1,1057,1,1057,5,1057,0,1057,2,1057,4,1057,9,1057,1,1057,1,1057,1,1060,2,1060,2,1060,1,1060,0,1060,2,1073,1,1073,2,1073,3,1077,1,1077,3,1086,1,1098,1,1102,1,1115,0,1119,0,1124,1,1140,0,1153,0,1178,1,1186,0,1204,1,1288,1,1445,0,1457,1,1559,0,1567,0,1571,0,1624,0,,,,,,,,,,,,,,
1060,12,1060,1,1060,1,1060,5,1060,0,1060,2,1060,4,1060,9,1060,1,1060,1,1060,1,1065,2,1065,2,1065,1,1065,0,1065,2,1077,1,1077,1,1077,3,1082,1,1082,3,1090,1,1102,1,1106,1,1119,0,1124,0,1127,1,1144,0,1157,0,1183,1,1191,0,1208,1,1293,1,1449,0,1462,1,1563,0,1571,0,1575,0,1627,0,,,,,,,,,,,,,,
1065,12,1065,1,1065,1,1065,5,1065,0,1065,2,1065,4,1065,8,1065,1,1065,1,1065,1,1069,2,1069,2,1069,1,1069,0,1069,2,1082,1,1082,1,1082,3,1086,1,1086,3,1094,1,1106,1,1111,1,1124,0,1127,0,1132,1,1149,0,1162,0,1186,1,1195,0,1212,1,1297,0,1454,0,1466,1,1567,0,1575,0,1579,0,1631,0,,,,,,,,,,,,,,
1069,12,1069,1,1069,1,1069,6,1069,0,1069,2,1069,4,1069,7,1069,1,1069,1,1069,1,1073,2,1073,2,1073,1,1073,0,1073,2,1086,1,1086,1,1086,3,1090,1,1090,3,1098,1,1111,1,1115,1,1127,0,1132,0,1136,1,1153,0,1165,0,1191,1,1199,0,1216,1,1301,0,1457,0,1470,1,1571,0,1579,0,1584,0,1635,0,,,,,,,,,,,,,,
1073,12,1073,1,1073,1,1073,5,1073,0,1073,2,1073,4,1073,7,1073,1,1073,2,1073,1,1077,2,1077,2,1077,1,1077,0,1077,1,1090,1,1090,1,1090,3,1094,1,1094,3,1102,1,1115,1,1119,1,1132,0,1136,0,1140,1,1157,0,1170,0,1195,1,1204,0,1221,1,1305,0,1462,0,1475,1,1575,0,1584,0,1588,0,1640,0,,,,,,,,,,,,,,
1077,12,1077,1,1077,1,1077,5,1077,0,1077,2,1077,4,1077,7,1077,1,1077,2,1077,1,1082,2,1082,2,1082,1,1082,0,1082,1,1094,1,1094,1,1094,2,1098,1,1098,2,1106,1,1119,1,1124,1,1136,0,1140,0,1144,1,1162,0,1174,0,1199,1,1208,0,1225,1,1309,0,1466,0,1479,1,1579,0,1588,0,1593,0,1644,1,,,,,,,,,,,,,,
1082,12,1082,1,1082,1,1082,5,1082,0,1082,2,1082,4,1082,9,1082,1,1082,2,1082,1,1086,2,1086,2,1086,1,1086,0,1086,1,1098,1,1098,1,1098,2,1102,1,1102,1,1111,1,1124,1,1127,1,1140,0,1144,1,1149,1,1165,0,1178,0,1204,1,1212,0,1229,1,1314,0,1470,0,1483,1,1584,0,1593,0,1597,0,1649,1,,,,,,,,,,,,,,
1086,12,1086,1,1086,1,1086,5,1086,0,1086,2,1086,4,1086,10,1086,1,1086,2,1086,1,1090,2,1090,2,1090,1,1090,0,1090,1,1102,1,1102,1,1102,2,1106,1,1106,1,1115,1,1127,1,1132,1,1144,0,1149,1,1153,1,1170,0,1183,0,1208,1,1216,0,1233,1,1318,0,1475,0,1487,1,1588,2,1597,0,1601,0,1653,1,,,,,,,,,,,,,,
1090,12,1090,1,1090,1,1090,5,1090,0,1090,2,1090,3,1090,11,1090,1,1090,2,1090,1,1094,2,1094,2,1094,1,1094,0,1094,1,1106,1,1106,1,1106,1,1111,1,1111,1,1119,1,1132,1,1136,1,1149,0,1153,1,1157,1,1174,0,1186,0,1212,1,1221,0,1238,1,1322,0,1479,0,1491,0,1593,2,1601,0,1605,0,1656,1,,,,,,,,,,,,,,
1094,12,1094,1,1094,1,1094,5,1094,0,1094,2,1094,3,1094,9,1094,1,1094,2,1094,1,1098,2,1098,2,1098,1,1098,0,1098,1,1111,1,1111,1,1111,0,1115,1,1115,2,1124,1,1136,1,1140,1,1153,0,1157,1,1162,1,1178,0,1191,0,1216,1,1225,0,1241,1,1327,0,1483,0,1496,0,1597,2,1605,0,1609,0,1660,1,,,,,,,,,,,,,,
1098,12,1098,1,1098,1,1098,5,1098,0,1098,2,1098,3,1098,8,1098,1,1098,2,1098,1,1102,2,1102,2,1102,1,1102,0,1102,1,1115,1,1115,1,1115,0,1119,1,1119,3,1127,1,1140,1,1144,1,1157,0,1162,1,1165,1,1183,1,1195,0,1221,1,1229,0,1246,1,1331,0,1487,0,1500,0,1601,2,1609,0,1614,0,1666,1,,,,,,,,,,,,,,
1102,12,1102,1,1102,1,1102,5,1102,0,1102,2,1102,3,1102,7,1102,1,1102,2,1102,1,1106,2,1106,2,1106,0,1106,0,1106,1,1119,1,1119,1,1119,0,1124,1,1124,3,1132,1,1144,1,1149,1,1162,0,1165,1,1170,1,1186,1,1199,0,1225,1,1233,0,1251,1,1334,0,1491,0,1503,0,1605,2,1614,0,1619,0,1669,1,,,,,,,,,,,,,,
1106,12,1106,1,1106,1,1106,4,1106,0,1106,2,1106,3,1106,9,1106,1,1106,2,1106,1,1111,2,1111,2,1111,1,1111,0,1111,1,1124,1,1124,1,1124,0,1127,1,1127,2,1136,1,1149,1,1153,1,1165,0,1170,1,1174,1,1191,1,1204,0,1229,1,1238,0,1254,1,1339,0,1496,0,1508,0,1609,2,1619,0,1624,0,1673,1,,,,,,,,,,,,,,
1111,12,1111,1,1111,1,1111,3,1111,0,1111,2,1111,3,1111,9,1111,1,1111,2,1111,1,1115,2,1115,2,1115,1,1115,0,1115,1,1127,1,1127,1,1127,0,1132,1,1132,2,1140,1,1153,1,1157,1,1170,0,1174,1,1178,1,1195,1,1208,0,1233,1,1241,0,1259,1,1343,0,1500,0,1512,0,1614,2,1624,0,1627,0,1677,1,,,,,,,,,,,,,,
1115,12,1115,1,1115,1,1115,3,1115,0,1115,2,1115,3,1115,9,1115,1,1115,2,1115,1,1119,2,1119,2,1119,1,1119,0,1119,1,1132,1,1132,1,1132,0,1136,1,1136,2,1144,1,1157,1,1162,1,1174,0,1178,1,1183,1,1199,1,1212,0,1238,1,1246,0,1262,1,1347,0,1503,0,1516,0,1619,2,1627,0,1631,0,1682,1,,,,,,,,,,,,,,
1119,12,1119,1,1119,1,1119,3,1119,0,1119,2,1119,3,1119,10,1119,1,1119,2,1119,1,1124,2,1124,2,1124,1,1124,0,1124,2,1136,1,1136,1,1136,0,1140,1,1140,2,1149,1,1162,1,1165,1,1178,0,1183,1,1186,1,1204,1,1216,0,1241,0,1251,0,1267,1,1352,0,1508,0,1521,0,1624,2,1631,0,1635,0,1686,1,,,,,,,,,,,,,,
1124,13,1124,1,1124,1,1124,3,1124,0,1124,2,1124,4,1124,10,1124,1,1124,2,1124,1,1127,2,1127,2,1127,1,1127,0,1127,2,1140,1,1140,1,1140,0,1144,1,1144,2,1153,1,1165,1,1170,1,1183,0,1186,1,1191,1,1208,1,1221,0,1246,0,1254,0,1271,1,1356,0,1512,0,1525,0,1627,2,1635,0,1640,0,1690,1,,,,,,,,,,,,,,
1127,13,1127,1,1127,1,1127,3,1127,0,1127,2,1127,4,1127,11,1127,1,1127,2,1127,1,1132,2,1132,2,1132,1,1132,0,1132,2,1144,1,1144,0,1144,0,1149,1,1149,2,1157,1,1170,1,1174,1,1186,0,1191,1,1195,0,1212,1,1225,0,1251,0,1259,0,1275,1,1360,0,1516,0,1530,0,1631,2,1640,0,1644,0,1694,1,,,,,,,,,,,,,,
1132,13,1132,1,1132,1,1132,3,1132,0,1132,2,1132,4,1132,11,1132,1,1132,2,1132,1,1136,2,1136,2,1136,1,1136,0,1136,2,1149,1,1149,0,1149,1,1153,1,1153,2,1162,1,1174,1,1178,1,1191,0,1195,1,1199,0,1216,1,1229,0,1254,0,1262,0,1280,1,1365,0,1521,0,1534,0,1635,2,1644,0,1649,0,1700,1,,,,,,,,,,,,,,
1136,13,1136,1,1136,1,1136,3,1136,0,1136,2,1136,4,1136,11,1136,1,1136,2,1136,1,1140,1,1140,2,1140,1,1140,0,1140,2,1153,1,1153,0,1153,1,1157,1,1157,2,1165,1,1178,1,1183,1,1195,0,1199,1,1204,0,1221,1,1233,0,1259,0,1267,0,1284,1,1369,0,1525,0,1538,0,1640,2,1649,0,1653,0,1704,1,,,,,,,,,,,,,,
1140,13,1140,1,1140,1,1140,3,1140,0,1140,2,1140,4,1140,11,1140,1,1140,2,1140,1,1144,1,1144,2,1144,1,1144,0,1144,2,1157,1,1157,0,1157,1,1162,1,1162,2,1170,1,1183,1,1186,1,1199,0,1204,1,1208,0,1225,1,1238,0,1262,0,1271,0,1288,1,1373,0,1530,0,1542,0,1644,2,1653,0,1656,0,1709,1,,,,,,,,,,,,,,
1144,13,1144,1,1144,1,1144,2,1144,0,1144,2,1144,4,1144,12,1144,1,1144,2,1144,1,1149,2,1149,2,1149,1,1149,0,1149,2,1162,1,1162,1,1162,1,1165,1,1165,2,1174,1,1186,1,1191,1,1204,0,1208,1,1212,0,1229,1,1241,0,1267,0,1275,0,1293,1,1377,0,1534,0,1546,0,1649,2,1656,0,1660,0,1713,1,,,,,,,,,,,,,,
1149,14,1149,1,1149,1,1149,2,1149,0,1149,2,1149,4,1149,12,1149,1,1149,2,1149,1,1153,2,1153,2,1153,1,1153,0,1153,2,1165,1,1165,1,1165,1,1170,1,1170,2,1178,1,1191,1,1195,1,1208,0,1212,1,1216,0,1233,1,1246,0,1271,0,1280,0,1297,1,1381,0,1538,0,1550,0,1653,2,1660,0,1666,0,1717,1,,,,,,,,,,,,,,
1153,14,1153,1,1153,1,1153,3,1153,0,1153,2,1153,4,1153,13,1153,1,1153,2,1153,1,1157,2,1157,2,1157,1,1157,0,1157,2,1170,1,1170,2,1170,1,1174,1,1174,2,1183,1,1195,1,1199,1,1212,0,1216,1,1221,0,1238,1,1251,0,1275,0,1284,0,1301,1,1385,0,1542,0,1554,0,1656,2,1666,0,1669,0,1721,0,,,,,,,,,,,,,,
1157,14,1157,1,1157,1,1157,4,1157,0,1157,2,1157,5,1157,12,1157,1,1157,2,1157,1,1162,2,1162,2,1162,1,1162,0,1162,2,1174,1,1174,2,1174,1,1178,1,1178,2,1186,1,1199,1,1204,1,1216,0,1221,0,1225,0,1241,1,1254,0,1280,0,1288,0,1305,1,1390,0,1546,0,1559,0,1660,2,1669,0,1673,0,1725,0,,,,,,,,,,,,,,
1162,14,1162,1,1162,1,1162,4,1162,0,1162,2,1162,5,1162,11,1162,1,1162,2,1162,1,1165,2,1165,2,1165,1,1165,0,1165,2,1178,1,1178,2,1178,1,1183,1,1183,2,1191,1,1204,1,1208,1,1221,0,1225,0,1229,0,1246,1,1259,0,1284,0,1293,0,1309,1,1394,0,1550,0,1563,0,1666,1,1673,0,1677,0,1730,0,,,,,,,,,,,,,,
1165,14,1165,1,1165,1,1165,5,1165,0,1165,2,1165,5,1165,11,1165,1,1165,2,1165,1,1170,2,1170,2,1170,1,1170,0,1170,2,1183,1,1183,2,1183,1,1186,1,1186,2,1195,1,1208,1,1212,1,1225,0,1229,0,1233,1,1251,1,1262,0,1288,0,1297,0,1314,1,1399,0,1554,0,1567,0,1669,1,1677,0,1682,0,1734,0,,,,,,,,,,,,,,
1170,14,1170,1,1170,1,1170,5,1170,0,1170,2,1170,5,1170,11,1170,1,1170,2,1170,1,1174,2,1174,2,1174,1,1174,0,1174,2,1186,1,1186,2,1186,1,1191,1,1191,1,1199,1,1212,1,1216,1,1229,0,1233,0,1238,1,1254,1,1267,0,1293,0,1301,0,1318,1,1403,0,1559,0,1571,0,1673,1,1682,0,1686,0,1737,0,,,,,,,,,,,,,,
1174,14,1174,1,1174,1,1174,5,1174,0,1174,2,1174,5,1174,11,1174,1,1174,2,1174,1,1178,2,1178,1,1178,1,1178,0,1178,2,1191,1,1191,2,1191,2,1195,1,1195,0,1204,1,1216,1,1221,1,1233,0,1238,0,1241,1,1259,0,1271,0,1297,0,1305,0,1322,1,1406,0,1563,0,1575,0,1677,1,1686,0,1690,0,1742,0,,,,,,,,,,,,,,
1178,14,1178,1,1178,1,1178,5,1178,0,1178,2,1178,5,1178,11,1178,1,1178,2,1178,1,1183,2,1183,1,1183,1,1183,0,1183,2,1195,1,1195,2,1195,2,1199,1,1199,0,1208,1,1221,1,1225,1,1238,0,1241,0,1246,1,1262,0,1275,0,1301,0,1309,0,1327,1,1411,0,1567,0,1579,0,1682,1,1690,0,1694,0,1746,0,,,,,,,,,,,,,,
1183,14,1183,1,1183,1,1183,5,1183,0,1183,2,1183,5,1183,9,1183,1,1183,2,1183,1,1186,2,1186,1,1186,1,1186,0,1186,2,1199,1,1199,2,1199,2,1204,1,1204,1,1212,1,1225,1,1229,1,1241,0,1246,0,1251,1,1267,0,1280,0,1305,0,1314,0,1331,1,1416,0,1571,0,1584,0,1686,1,1694,0,1700,0,1750,0,,,,,,,,,,,,,,
1186,14,1186,1,1186,1,1186,5,1186,0,1186,2,1186,5,1186,10,1186,1,1186,2,1186,1,1191,2,1191,1,1191,1,1191,0,1191,2,1204,1,1204,2,1204,2,1208,1,1208,2,1216,1,1229,1,1233,1,1246,0,1251,0,1254,1,1271,0,1284,0,1309,0,1318,0,1334,1,1420,0,1575,0,1588,0,1690,1,1700,0,1704,0,1754,0,,,,,,,,,,,,,,
1191,13,1191,1,1191,1,1191,5,1191,0,1191,2,1191,5,1191,10,1191,1,1191,2,1191,1,1195,2,1195,1,1195,1,1195,0,1195,2,1208,1,1208,2,1208,2,1212,1,1212,2,1221,1,1233,1,1238,1,1251,0,1254,0,1259,1,1275,0,1288,0,1314,0,1322,0,1339,1,1423,0,1579,0,1593,0,1694,1,1704,0,1709,0,1758,0,,,,,,,,,,,,,,
1195,13,1195,1,1195,1,1195,5,1195,0,1195,2,1195,5,1195,11,1195,1,1195,2,1195,1,1199,2,1199,2,1199,1,1199,0,1199,2,1212,1,1212,2,1212,2,1216,1,1216,2,1225,1,1238,1,1241,1,1254,0,1259,0,1262,1,1280,0,1293,0,1318,0,1327,0,1343,1,1428,0,1584,0,1597,0,1700,1,1709,0,1713,0,1763,0,,,,,,,,,,,,,,
1199,13,1199,1,1199,1,1199,5,1199,0,1199,2,1199,5,1199,11,1199,1,1199,1,1199,1,1204,2,1204,2,1204,1,1204,0,1204,2,1216,1,1216,2,1216,2,1221,1,1221,2,1229,0,1241,1,1246,1,1259,0,1262,0,1267,1,1284,0,1297,0,1322,0,1331,0,1347,1,1433,0,1588,0,1601,0,1704,1,1713,0,1717,0,1767,0,,,,,,,,,,,,,,
1204,13,1204,1,1204,1,1204,5,1204,0,1204,2,1204,5,1204,11,1204,1,1204,1,1204,1,1208,2,1208,2,1208,1,1208,0,1208,2,1221,1,1221,2,1221,2,1225,1,1225,2,1233,0,1246,0,1251,1,1262,0,1267,0,1271,1,1288,0,1301,0,1327,0,1334,0,1352,1,1437,0,1593,0,1605,0,1709,1,1717,0,1721,0,1772,0,,,,,,,,,,,,,,
